Data,Producer_1,Producer_2,Producer_3,Total
2019-01-01 00:15:00,0.0,0.0,0.0,0.0
2019-01-01 00:30:00,0.0,0.0,0.0,0.0
2019-01-01 00:45:00,0.0,0.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,0.0
2019-01-01 01:15:00,0.0,0.0,0.0,0.0
2019-01-01 01:30:00,0.0,0.0,0.0,0.0
2019-01-01 01:45:00,0.0,0.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,0.0
2019-01-01 02:15:00,0.0,0.0,0.0,0.0
2019-01-01 02:30:00,0.0,0.0,0.0,0.0
2019-01-01 02:45:00,0.0,0.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,0.0
2019-01-01 03:15:00,0.0,0.0,0.0,0.0
2019-01-01 03:30:00,0.0,0.0,0.0,0.0
2019-01-01 03:45:00,0.0,0.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.0,0.0,0.0
2019-01-01 04:15:00,0.0,0.0,0.0,0.0
2019-01-01 04:30:00,0.0,0.0,0.0,0.0
2019-01-01 04:45:00,0.0,0.0,0.0,0.0
2019-01-01 05:00:00,0.0,0.0,0.0,0.0
2019-01-01 05:15:00,0.0,0.0,0.0,0.0
2019-01-01 05:30:00,0.0,0.0,0.0,0.0
2019-01-01 05:45:00,0.0,0.0,0.0,0.0
2019-01-01 06:00:00,0.0,0.0,0.0,0.0
2019-01-01 06:15:00,0.0,0.0,0.0,0.0
2019-01-01 06:30:00,0.0,0.0,0.0,0.0
2019-01-01 06:45:00,0.0,0.0,0.0,0.0
2019-01-01 07:00:00,0.001,0.001,0.0,0.0
2019-01-01 07:15:00,0.003,0.003,0.0,0.0
2019-01-01 07:30:00,0.011,0.01,0.001,0.0
2019-01-01 07:45:00,0.034,0.031,0.002,0.0
2019-01-01 08:00:00,0.088,0.079,0.005,0.0
2019-01-01 08:15:00,0.192,0.169,0.011,0.017
2019-01-01 08:30:00,0.356,0.311,0.019,0.226
2019-01-01 08:45:00,0.573,0.498,0.03,1.068
2019-01-01 09:00:00,0.822,0.711,0.043,1.717
2019-01-01 09:15:00,1.087,0.925,0.058,2.179
2019-01-01 09:30:00,1.359,1.122,0.075,2.334
2019-01-01 09:45:00,1.629,1.293,0.094,3.219
2019-01-01 10:00:00,1.885,1.437,0.118,3.606
2019-01-01 10:15:00,2.11,1.556,0.15,3.932
2019-01-01 10:30:00,2.295,1.653,0.19,4.202
2019-01-01 10:45:00,2.445,1.731,0.231,4.432
2019-01-01 11:00:00,2.563,1.794,0.261,4.82
2019-01-01 11:15:00,2.655,1.842,0.266,5.014
2019-01-01 11:30:00,2.725,1.875,0.246,4.915
2019-01-01 11:45:00,2.774,1.892,0.213,4.862
2019-01-01 12:00:00,2.803,1.893,0.185,4.912
2019-01-01 12:15:00,2.812,1.881,0.169,4.908
2019-01-01 12:30:00,2.792,1.858,0.169,4.876
2019-01-01 12:45:00,2.723,1.828,0.193,4.812
2019-01-01 13:00:00,2.573,1.792,0.257,4.731
2019-01-01 13:15:00,2.311,1.75,0.381,4.632
2019-01-01 13:30:00,1.943,1.7,0.57,4.57
2019-01-01 13:45:00,1.536,1.638,0.786,3.517
2019-01-01 14:00:00,1.196,1.563,0.958,3.648
2019-01-01 14:15:00,0.997,1.468,1.023,3.479
2019-01-01 14:30:00,0.937,1.352,0.964,3.451
2019-01-01 14:45:00,0.95,1.21,0.818,2.989
2019-01-01 15:00:00,0.967,1.049,0.636,3.368
2019-01-01 15:15:00,0.955,0.882,0.464,1.635
2019-01-01 15:30:00,0.909,0.726,0.326,1.717
2019-01-01 15:45:00,0.835,0.587,0.229,1.997
2019-01-01 16:00:00,0.734,0.464,0.164,1.233
2019-01-01 16:15:00,0.612,0.352,0.12,1.065
2019-01-01 16:30:00,0.477,0.251,0.088,0.784
2019-01-01 16:45:00,0.344,0.166,0.062,0.561
2019-01-01 17:00:00,0.224,0.099,0.04,0.199
2019-01-01 17:15:00,0.128,0.052,0.024,0.027
2019-01-01 17:30:00,0.064,0.024,0.012,0.0
2019-01-01 17:45:00,0.027,0.009,0.005,0.0
2019-01-01 18:00:00,0.009,0.003,0.002,0.0
2019-01-01 18:15:00,0.003,0.001,0.001,0.0
2019-01-01 18:30:00,0.001,0.0,0.0,0.0
2019-01-01 18:45:00,0.0,0.0,0.0,0.0
2019-01-01 19:00:00,0.0,0.0,0.0,0.0
2019-01-01 19:15:00,0.0,0.0,0.0,0.0
2019-01-01 19:30:00,0.0,0.0,0.0,0.0
2019-01-01 19:45:00,0.0,0.0,0.0,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,0.0
2019-01-01 20:15:00,0.0,0.0,0.0,0.0
2019-01-01 20:30:00,0.0,0.0,0.0,0.0
2019-01-01 20:45:00,0.0,0.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,0.0
2019-01-01 21:15:00,0.0,0.0,0.0,0.0
2019-01-01 21:30:00,0.0,0.0,0.0,0.0
2019-01-01 21:45:00,0.0,0.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,0.0
2019-01-01 22:15:00,0.0,0.0,0.0,0.0
2019-01-01 22:30:00,0.0,0.0,0.0,0.0
2019-01-01 22:45:00,0.0,0.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,0.0
2019-01-01 23:15:00,0.0,0.0,0.0,0.0
2019-01-01 23:30:00,0.0,0.0,0.0,0.0
2019-01-01 23:45:00,0.0,0.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,0.0
2019-01-02 00:15:00,0.0,0.0,0.0,0.0
2019-01-02 00:30:00,0.0,0.0,0.0,0.0
2019-01-02 00:45:00,0.0,0.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,0.0
2019-01-02 01:15:00,0.0,0.0,0.0,0.0
2019-01-02 01:30:00,0.0,0.0,0.0,0.0
2019-01-02 01:45:00,0.0,0.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,0.0
2019-01-02 02:15:00,0.0,0.0,0.0,0.0
2019-01-02 02:30:00,0.0,0.0,0.0,0.0
2019-01-02 02:45:00,0.0,0.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,0.0
2019-01-02 03:15:00,0.0,0.0,0.0,0.0
2019-01-02 03:30:00,0.0,0.0,0.0,0.0
2019-01-02 03:45:00,0.0,0.0,0.0,0.0
2019-01-02 04:00:00,0.0,0.0,0.0,0.0
2019-01-02 04:15:00,0.0,0.0,0.0,0.0
2019-01-02 04:30:00,0.0,0.0,0.0,0.0
2019-01-02 04:45:00,0.0,0.0,0.0,0.0
2019-01-02 05:00:00,0.0,0.0,0.0,0.0
2019-01-02 05:15:00,0.0,0.0,0.0,0.0
2019-01-02 05:30:00,0.0,0.0,0.0,0.0
2019-01-02 05:45:00,0.0,0.0,0.0,0.0
2019-01-02 06:00:00,0.0,0.0,0.0,0.0
2019-01-02 06:15:00,0.0,0.0,0.0,0.0
2019-01-02 06:30:00,0.0,0.0,0.0,0.0
2019-01-02 06:45:00,0.0,0.0,0.0,0.0
2019-01-02 07:00:00,0.0,0.0,0.0,0.0
2019-01-02 07:15:00,0.001,0.001,0.0,0.0
2019-01-02 07:30:00,0.003,0.004,0.001,0.0
2019-01-02 07:45:00,0.01,0.013,0.003,0.0
2019-01-02 08:00:00,0.027,0.037,0.006,0.0
2019-01-02 08:15:00,0.065,0.088,0.013,0.006
2019-01-02 08:30:00,0.136,0.183,0.023,0.1
2019-01-02 08:45:00,0.259,0.33,0.035,0.302
2019-01-02 09:00:00,0.448,0.526,0.05,0.729
2019-01-02 09:15:00,0.71,0.751,0.068,1.391
2019-01-02 09:30:00,1.031,0.977,0.087,1.994
2019-01-02 09:45:00,1.379,1.181,0.11,2.917
2019-01-02 10:00:00,1.711,1.352,0.138,3.436
2019-01-02 10:15:00,1.993,1.49,0.171,3.857
2019-01-02 10:30:00,2.215,1.6,0.209,4.129
2019-01-02 10:45:00,2.382,1.686,0.244,4.413
2019-01-02 11:00:00,2.507,1.751,0.268,4.758
2019-01-02 11:15:00,2.601,1.798,0.274,4.831
2019-01-02 11:30:00,2.671,1.833,0.262,4.74
2019-01-02 11:45:00,2.716,1.856,0.243,4.854
2019-01-02 12:00:00,2.723,1.868,0.228,4.899
2019-01-02 12:15:00,2.68,1.867,0.223,4.979
2019-01-02 12:30:00,2.59,1.854,0.233,4.982
2019-01-02 12:45:00,2.485,1.828,0.263,4.514
2019-01-02 13:00:00,2.403,1.791,0.33,3.57
2019-01-02 13:15:00,2.349,1.746,0.453,4.734
2019-01-02 13:30:00,2.293,1.694,0.636,4.65
2019-01-02 13:45:00,2.218,1.632,0.842,5.159
2019-01-02 14:00:00,2.138,1.56,1.006,4.228
2019-01-02 14:15:00,2.078,1.475,1.066,5.461
2019-01-02 14:30:00,2.03,1.376,1.008,4.672
2019-01-02 14:45:00,1.961,1.263,0.864,4.163
2019-01-02 15:00:00,1.848,1.139,0.685,3.845
2019-01-02 15:15:00,1.689,1.004,0.511,3.155
2019-01-02 15:30:00,1.494,0.861,0.367,2.644
2019-01-02 15:45:00,1.274,0.712,0.261,2.235
2019-01-02 16:00:00,1.041,0.564,0.189,1.751
2019-01-02 16:15:00,0.807,0.422,0.141,1.304
2019-01-02 16:30:00,0.586,0.295,0.104,0.874
2019-01-02 16:45:00,0.393,0.19,0.074,0.505
2019-01-02 17:00:00,0.239,0.111,0.048,0.208
2019-01-02 17:15:00,0.13,0.057,0.028,0.021
2019-01-02 17:30:00,0.061,0.026,0.015,0.0
2019-01-02 17:45:00,0.025,0.01,0.006,0.0
2019-01-02 18:00:00,0.008,0.003,0.002,0.0
2019-01-02 18:15:00,0.002,0.001,0.001,0.0
2019-01-02 18:30:00,0.001,0.0,0.0,0.0
2019-01-02 18:45:00,0.0,0.0,0.0,0.0
2019-01-02 19:00:00,0.0,0.0,0.0,0.0
2019-01-02 19:15:00,0.0,0.0,0.0,0.0
2019-01-02 19:30:00,0.0,0.0,0.0,0.0
2019-01-02 19:45:00,0.0,0.0,0.0,0.0
2019-01-02 20:00:00,0.0,0.0,0.0,0.0
2019-01-02 20:15:00,0.0,0.0,0.0,0.0
2019-01-02 20:30:00,0.0,0.0,0.0,0.0
2019-01-02 20:45:00,0.0,0.0,0.0,0.0
2019-01-02 21:00:00,0.0,0.0,0.0,0.0
2019-01-02 21:15:00,0.0,0.0,0.0,0.0
2019-01-02 21:30:00,0.0,0.0,0.0,0.0
2019-01-02 21:45:00,0.0,0.0,0.0,0.0
2019-01-02 22:00:00,0.0,0.0,0.0,0.0
2019-01-02 22:15:00,0.0,0.0,0.0,0.0
2019-01-02 22:30:00,0.0,0.0,0.0,0.0
2019-01-02 22:45:00,0.0,0.0,0.0,0.0
2019-01-02 23:00:00,0.0,0.0,0.0,0.0
2019-01-02 23:15:00,0.0,0.0,0.0,0.0
2019-01-02 23:30:00,0.0,0.0,0.0,0.0
2019-01-02 23:45:00,0.0,0.0,0.0,0.0
2019-01-03 00:00:00,0.0,0.0,0.0,0.0
2019-01-03 00:15:00,0.0,0.0,0.0,0.0
2019-01-03 00:30:00,0.0,0.0,0.0,0.0
2019-01-03 00:45:00,0.0,0.0,0.0,0.0
2019-01-03 01:00:00,0.0,0.0,0.0,0.0
2019-01-03 01:15:00,0.0,0.0,0.0,0.0
2019-01-03 01:30:00,0.0,0.0,0.0,0.0
2019-01-03 01:45:00,0.0,0.0,0.0,0.0
2019-01-03 02:00:00,0.0,0.0,0.0,0.0
2019-01-03 02:15:00,0.0,0.0,0.0,0.0
2019-01-03 02:30:00,0.0,0.0,0.0,0.0
2019-01-03 02:45:00,0.0,0.0,0.0,0.0
2019-01-03 03:00:00,0.0,0.0,0.0,0.0
2019-01-03 03:15:00,0.0,0.0,0.0,0.0
2019-01-03 03:30:00,0.0,0.0,0.0,0.0
2019-01-03 03:45:00,0.0,0.0,0.0,0.0
2019-01-03 04:00:00,0.0,0.0,0.0,0.0
2019-01-03 04:15:00,0.0,0.0,0.0,0.0
2019-01-03 04:30:00,0.0,0.0,0.0,0.0
2019-01-03 04:45:00,0.0,0.0,0.0,0.0
2019-01-03 05:00:00,0.0,0.0,0.0,0.0
2019-01-03 05:15:00,0.0,0.0,0.0,0.0
2019-01-03 05:30:00,0.0,0.0,0.0,0.0
2019-01-03 05:45:00,0.0,0.0,0.0,0.0
2019-01-03 06:00:00,0.0,0.0,0.0,0.0
2019-01-03 06:15:00,0.0,0.0,0.0,0.0
2019-01-03 06:30:00,0.0,0.0,0.0,0.0
2019-01-03 06:45:00,0.0,0.0,0.0,0.0
2019-01-03 07:00:00,0.001,0.001,0.0,0.0
2019-01-03 07:15:00,0.003,0.003,0.0,0.0
2019-01-03 07:30:00,0.013,0.013,0.001,0.0
2019-01-03 07:45:00,0.041,0.039,0.002,0.0
2019-01-03 08:00:00,0.108,0.098,0.004,0.0
2019-01-03 08:15:00,0.237,0.207,0.009,0.018
2019-01-03 08:30:00,0.437,0.373,0.016,0.258
2019-01-03 08:45:00,0.695,0.585,0.025,1.387
2019-01-03 09:00:00,0.978,0.816,0.036,2.097
2019-01-03 09:15:00,1.261,1.04,0.048,2.521
2019-01-03 09:30:00,1.539,1.237,0.063,2.569
2019-01-03 09:45:00,1.808,1.401,0.08,3.517
2019-01-03 10:00:00,2.056,1.537,0.104,3.876
2019-01-03 10:15:00,2.269,1.651,0.136,4.162
2019-01-03 10:30:00,2.439,1.748,0.176,4.421
2019-01-03 10:45:00,2.572,1.833,0.218,4.616
2019-01-03 11:00:00,2.679,1.905,0.246,5.031
2019-01-03 11:15:00,2.768,1.963,0.25,5.192
2019-01-03 11:30:00,2.843,2.005,0.229,5.149
2019-01-03 11:45:00,2.9,2.032,0.197,5.096
2019-01-03 12:00:00,2.94,2.045,0.17,5.193
2019-01-03 12:15:00,2.961,2.043,0.157,5.202
2019-01-03 12:30:00,2.964,2.03,0.16,5.202
2019-01-03 12:45:00,2.952,2.004,0.183,5.153
2019-01-03 13:00:00,2.925,1.967,0.241,5.099
2019-01-03 13:15:00,2.881,1.918,0.358,5.017
2019-01-03 13:30:00,2.817,1.856,0.544,4.949
2019-01-03 13:45:00,2.731,1.781,0.771,5.18
2019-01-03 14:00:00,2.623,1.691,0.97,6.0
2019-01-03 14:15:00,2.494,1.589,1.068,5.775
2019-01-03 14:30:00,2.347,1.474,1.039,4.991
2019-01-03 14:45:00,2.183,1.349,0.908,4.43
2019-01-03 15:00:00,2.003,1.213,0.729,4.119
2019-01-03 15:15:00,1.807,1.069,0.549,3.33
2019-01-03 15:30:00,1.597,0.918,0.395,2.776
2019-01-03 15:45:00,1.374,0.763,0.278,2.412
2019-01-03 16:00:00,1.141,0.609,0.197,1.906
2019-01-03 16:15:00,0.905,0.462,0.142,1.456
2019-01-03 16:30:00,0.676,0.327,0.103,1.02
2019-01-03 16:45:00,0.468,0.214,0.072,0.613
2019-01-03 17:00:00,0.294,0.127,0.048,0.276
2019-01-03 17:15:00,0.165,0.067,0.029,0.042
2019-01-03 17:30:00,0.08,0.031,0.015,0.0
2019-01-03 17:45:00,0.034,0.012,0.007,0.0
2019-01-03 18:00:00,0.012,0.004,0.003,0.0
2019-01-03 18:15:00,0.004,0.001,0.001,0.0
2019-01-03 18:30:00,0.001,0.0,0.0,0.0
2019-01-03 18:45:00,0.0,0.0,0.0,0.0
2019-01-03 19:00:00,0.0,0.0,0.0,0.0
2019-01-03 19:15:00,0.0,0.0,0.0,0.0
2019-01-03 19:30:00,0.0,0.0,0.0,0.0
2019-01-03 19:45:00,0.0,0.0,0.0,0.0
2019-01-03 20:00:00,0.0,0.0,0.0,0.0
2019-01-03 20:15:00,0.0,0.0,0.0,0.0
2019-01-03 20:30:00,0.0,0.0,0.0,0.0
2019-01-03 20:45:00,0.0,0.0,0.0,0.0
2019-01-03 21:00:00,0.0,0.0,0.0,0.0
2019-01-03 21:15:00,0.0,0.0,0.0,0.0
2019-01-03 21:30:00,0.0,0.0,0.0,0.0
2019-01-03 21:45:00,0.0,0.0,0.0,0.0
2019-01-03 22:00:00,0.0,0.0,0.0,0.0
2019-01-03 22:15:00,0.0,0.0,0.0,0.0
2019-01-03 22:30:00,0.0,0.0,0.0,0.0
2019-01-03 22:45:00,0.0,0.0,0.0,0.0
2019-01-03 23:00:00,0.0,0.0,0.0,0.0
2019-01-03 23:15:00,0.0,0.0,0.0,0.0
2019-01-03 23:30:00,0.0,0.0,0.0,0.0
2019-01-03 23:45:00,0.0,0.0,0.0,0.0
2019-01-04 00:00:00,0.0,0.0,0.0,0.0
2019-01-04 00:15:00,0.0,0.0,0.0,0.0
2019-01-04 00:30:00,0.0,0.0,0.0,0.0
2019-01-04 00:45:00,0.0,0.0,0.0,0.0
2019-01-04 01:00:00,0.0,0.0,0.0,0.0
2019-01-04 01:15:00,0.0,0.0,0.0,0.0
2019-01-04 01:30:00,0.0,0.0,0.0,0.0
2019-01-04 01:45:00,0.0,0.0,0.0,0.0
2019-01-04 02:00:00,0.0,0.0,0.0,0.0
2019-01-04 02:15:00,0.0,0.0,0.0,0.0
2019-01-04 02:30:00,0.0,0.0,0.0,0.0
2019-01-04 02:45:00,0.0,0.0,0.0,0.0
2019-01-04 03:00:00,0.0,0.0,0.0,0.0
2019-01-04 03:15:00,0.0,0.0,0.0,0.0
2019-01-04 03:30:00,0.0,0.0,0.0,0.0
2019-01-04 03:45:00,0.0,0.0,0.0,0.0
2019-01-04 04:00:00,0.0,0.0,0.0,0.0
2019-01-04 04:15:00,0.0,0.0,0.0,0.0
2019-01-04 04:30:00,0.0,0.0,0.0,0.0
2019-01-04 04:45:00,0.0,0.0,0.0,0.0
2019-01-04 05:00:00,0.0,0.0,0.0,0.0
2019-01-04 05:15:00,0.0,0.0,0.0,0.0
2019-01-04 05:30:00,0.0,0.0,0.0,0.0
2019-01-04 05:45:00,0.0,0.0,0.0,0.0
2019-01-04 06:00:00,0.0,0.0,0.0,0.0
2019-01-04 06:15:00,0.0,0.0,0.0,0.0
2019-01-04 06:30:00,0.0,0.0,0.0,0.0
2019-01-04 06:45:00,0.0,0.0,0.0,0.0
2019-01-04 07:00:00,0.001,0.001,0.0,0.0
2019-01-04 07:15:00,0.003,0.003,0.0,0.0
2019-01-04 07:30:00,0.013,0.012,0.001,0.0
2019-01-04 07:45:00,0.041,0.036,0.002,0.0
2019-01-04 08:00:00,0.107,0.09,0.005,0.0
2019-01-04 08:15:00,0.233,0.191,0.011,0.021
2019-01-04 08:30:00,0.429,0.346,0.019,0.239
2019-01-04 08:45:00,0.678,0.544,0.029,1.34
2019-01-04 09:00:00,0.95,0.762,0.041,2.021
2019-01-04 09:15:00,1.22,0.975,0.054,2.408
2019-01-04 09:30:00,1.482,1.167,0.069,2.433
2019-01-04 09:45:00,1.738,1.332,0.087,3.373
2019-01-04 10:00:00,1.98,1.471,0.11,3.709
2019-01-04 10:15:00,2.195,1.588,0.141,4.017
2019-01-04 10:30:00,2.376,1.689,0.179,4.284
2019-01-04 10:45:00,2.525,1.775,0.218,4.519
2019-01-04 11:00:00,2.647,1.85,0.246,4.961
2019-01-04 11:15:00,2.746,1.912,0.251,5.103
2019-01-04 11:30:00,2.822,1.96,0.233,5.104
2019-01-04 11:45:00,2.879,1.993,0.202,5.094
2019-01-04 12:00:00,2.919,2.01,0.175,5.104
2019-01-04 12:15:00,2.942,2.011,0.158,5.148
2019-01-04 12:30:00,2.948,1.999,0.157,5.165
2019-01-04 12:45:00,2.937,1.973,0.176,5.109
2019-01-04 13:00:00,2.903,1.935,0.229,5.034
2019-01-04 13:15:00,2.841,1.883,0.336,4.993
2019-01-04 13:30:00,2.747,1.812,0.504,4.937
2019-01-04 13:45:00,2.619,1.718,0.703,5.025
2019-01-04 14:00:00,2.453,1.602,0.869,5.485
2019-01-04 14:15:00,2.249,1.464,0.933,5.439
2019-01-04 14:30:00,2.015,1.312,0.87,4.492
2019-01-04 14:45:00,1.771,1.155,0.718,3.839
2019-01-04 15:00:00,1.549,1.004,0.545,1.784
2019-01-04 15:15:00,1.363,0.865,0.402,2.995
2019-01-04 15:30:00,1.206,0.735,0.307,2.1
2019-01-04 15:45:00,1.054,0.612,0.248,1.94
2019-01-04 16:00:00,0.893,0.492,0.206,1.64
2019-01-04 16:15:00,0.72,0.379,0.167,1.297
2019-01-04 16:30:00,0.544,0.274,0.128,0.909
2019-01-04 16:45:00,0.377,0.182,0.091,0.545
2019-01-04 17:00:00,0.235,0.109,0.06,0.214
2019-01-04 17:15:00,0.129,0.058,0.035,0.021
2019-01-04 17:30:00,0.061,0.026,0.018,0.0
2019-01-04 17:45:00,0.025,0.01,0.008,0.0
2019-01-04 18:00:00,0.008,0.003,0.003,0.0
2019-01-04 18:15:00,0.002,0.001,0.001,0.0
2019-01-04 18:30:00,0.001,0.0,0.0,0.0
2019-01-04 18:45:00,0.0,0.0,0.0,0.0
2019-01-04 19:00:00,0.0,0.0,0.0,0.0
2019-01-04 19:15:00,0.0,0.0,0.0,0.0
2019-01-04 19:30:00,0.0,0.0,0.0,0.0
2019-01-04 19:45:00,0.0,0.0,0.0,0.0
2019-01-04 20:00:00,0.0,0.0,0.0,0.0
2019-01-04 20:15:00,0.0,0.0,0.0,0.0
2019-01-04 20:30:00,0.0,0.0,0.0,0.0
2019-01-04 20:45:00,0.0,0.0,0.0,0.0
2019-01-04 21:00:00,0.0,0.0,0.0,0.0
2019-01-04 21:15:00,0.0,0.0,0.0,0.0
2019-01-04 21:30:00,0.0,0.0,0.0,0.0
2019-01-04 21:45:00,0.0,0.0,0.0,0.0
2019-01-04 22:00:00,0.0,0.0,0.0,0.0
2019-01-04 22:15:00,0.0,0.0,0.0,0.0
2019-01-04 22:30:00,0.0,0.0,0.0,0.0
2019-01-04 22:45:00,0.0,0.0,0.0,0.0
2019-01-04 23:00:00,0.0,0.0,0.0,0.0
2019-01-04 23:15:00,0.0,0.0,0.0,0.0
2019-01-04 23:30:00,0.0,0.0,0.0,0.0
2019-01-04 23:45:00,0.0,0.0,0.0,0.0
2019-01-05 00:00:00,0.0,0.0,0.0,0.0
2019-01-05 00:15:00,0.0,0.0,0.0,0.0
2019-01-05 00:30:00,0.0,0.0,0.0,0.0
2019-01-05 00:45:00,0.0,0.0,0.0,0.0
2019-01-05 01:00:00,0.0,0.0,0.0,0.0
2019-01-05 01:15:00,0.0,0.0,0.0,0.0
2019-01-05 01:30:00,0.0,0.0,0.0,0.0
2019-01-05 01:45:00,0.0,0.0,0.0,0.0
2019-01-05 02:00:00,0.0,0.0,0.0,0.0
2019-01-05 02:15:00,0.0,0.0,0.0,0.0
2019-01-05 02:30:00,0.0,0.0,0.0,0.0
2019-01-05 02:45:00,0.0,0.0,0.0,0.0
2019-01-05 03:00:00,0.0,0.0,0.0,0.0
2019-01-05 03:15:00,0.0,0.0,0.0,0.0
2019-01-05 03:30:00,0.0,0.0,0.0,0.0
2019-01-05 03:45:00,0.0,0.0,0.0,0.0
2019-01-05 04:00:00,0.0,0.0,0.0,0.0
2019-01-05 04:15:00,0.0,0.0,0.0,0.0
2019-01-05 04:30:00,0.0,0.0,0.0,0.0
2019-01-05 04:45:00,0.0,0.0,0.0,0.0
2019-01-05 05:00:00,0.0,0.0,0.0,0.0
2019-01-05 05:15:00,0.0,0.0,0.0,0.0
2019-01-05 05:30:00,0.0,0.0,0.0,0.0
2019-01-05 05:45:00,0.0,0.0,0.0,0.0
2019-01-05 06:00:00,0.0,0.0,0.0,0.0
2019-01-05 06:15:00,0.0,0.0,0.0,0.0
2019-01-05 06:30:00,0.0,0.0,0.0,0.0
2019-01-05 06:45:00,0.0,0.0,0.0,0.0
2019-01-05 07:00:00,0.001,0.001,0.0,0.0
2019-01-05 07:15:00,0.003,0.003,0.0,0.0
2019-01-05 07:30:00,0.012,0.012,0.001,0.0
2019-01-05 07:45:00,0.04,0.038,0.002,0.0
2019-01-05 08:00:00,0.108,0.096,0.004,0.0
2019-01-05 08:15:00,0.239,0.206,0.009,0.015
2019-01-05 08:30:00,0.445,0.376,0.017,0.229
2019-01-05 08:45:00,0.71,0.594,0.026,1.365
2019-01-05 09:00:00,0.993,0.834,0.038,2.185
2019-01-05 09:15:00,1.253,1.065,0.051,2.661
2019-01-05 09:30:00,1.462,1.266,0.067,2.629
2019-01-05 09:45:00,1.607,1.433,0.085,3.583
2019-01-05 10:00:00,1.691,1.568,0.11,3.954
2019-01-05 10:15:00,1.736,1.678,0.143,2.686
2019-01-05 10:30:00,1.779,1.765,0.184,4.456
2019-01-05 10:45:00,1.841,1.834,0.225,2.995
2019-01-05 11:00:00,1.924,1.884,0.253,5.005
2019-01-05 11:15:00,2.02,1.917,0.256,3.81
2019-01-05 11:30:00,2.12,1.935,0.234,4.88
2019-01-05 11:45:00,2.219,1.939,0.203,3.627
2019-01-05 12:00:00,2.305,1.931,0.181,4.689
2019-01-05 12:15:00,2.361,1.915,0.173,4.9
2019-01-05 12:30:00,2.393,1.893,0.18,4.557
2019-01-05 12:45:00,2.427,1.868,0.204,3.587
2019-01-05 13:00:00,2.482,1.835,0.259,4.877
2019-01-05 13:15:00,2.539,1.793,0.368,4.801
2019-01-05 13:30:00,2.565,1.74,0.543,4.617
2019-01-05 13:45:00,2.539,1.674,0.761,4.824
2019-01-05 14:00:00,2.466,1.597,0.957,5.73
2019-01-05 14:15:00,2.356,1.507,1.059,5.53
2019-01-05 14:30:00,2.216,1.402,1.036,4.937
2019-01-05 14:45:00,2.056,1.283,0.911,4.204
2019-01-05 15:00:00,1.882,1.152,0.736,3.888
2019-01-05 15:15:00,1.698,1.012,0.558,3.162
2019-01-05 15:30:00,1.505,0.869,0.406,2.604
2019-01-05 15:45:00,1.302,0.726,0.292,2.327
2019-01-05 16:00:00,1.088,0.586,0.213,1.887
2019-01-05 16:15:00,0.866,0.452,0.157,1.447
2019-01-05 16:30:00,0.649,0.328,0.115,1.008
2019-01-05 16:45:00,0.451,0.219,0.082,0.611
2019-01-05 17:00:00,0.286,0.133,0.055,0.303
2019-01-05 17:15:00,0.163,0.071,0.033,0.061
2019-01-05 17:30:00,0.081,0.034,0.017,0.0
2019-01-05 17:45:00,0.035,0.014,0.008,0.0
2019-01-05 18:00:00,0.013,0.005,0.003,0.0
2019-01-05 18:15:00,0.004,0.001,0.001,0.0
2019-01-05 18:30:00,0.001,0.0,0.0,0.0
2019-01-05 18:45:00,0.0,0.0,0.0,0.0
2019-01-05 19:00:00,0.0,0.0,0.0,0.0
2019-01-05 19:15:00,0.0,0.0,0.0,0.0
2019-01-05 19:30:00,0.0,0.0,0.0,0.0
2019-01-05 19:45:00,0.0,0.0,0.0,0.0
2019-01-05 20:00:00,0.0,0.0,0.0,0.0
2019-01-05 20:15:00,0.0,0.0,0.0,0.0
2019-01-05 20:30:00,0.0,0.0,0.0,0.0
2019-01-05 20:45:00,0.0,0.0,0.0,0.0
2019-01-05 21:00:00,0.0,0.0,0.0,0.0
2019-01-05 21:15:00,0.0,0.0,0.0,0.0
2019-01-05 21:30:00,0.0,0.0,0.0,0.0
2019-01-05 21:45:00,0.0,0.0,0.0,0.0
2019-01-05 22:00:00,0.0,0.0,0.0,0.0
2019-01-05 22:15:00,0.0,0.0,0.0,0.0
2019-01-05 22:30:00,0.0,0.0,0.0,0.0
2019-01-05 22:45:00,0.0,0.0,0.0,0.0
2019-01-05 23:00:00,0.0,0.0,0.0,0.0
2019-01-05 23:15:00,0.0,0.0,0.0,0.0
2019-01-05 23:30:00,0.0,0.0,0.0,0.0
2019-01-05 23:45:00,0.0,0.0,0.0,0.0
2019-01-06 00:00:00,0.0,0.0,0.0,0.0
2019-01-06 00:15:00,0.0,0.0,0.0,0.0
