Data,Producer 1 (kW),Producer 2 (kW),Producer 3 (kW),Total (kW)
2019-01-01 00:00:00,0.0,0.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.0,0.0,0.0
2019-01-01 05:00:00,0.0,0.0,0.0,0.0
2019-01-01 06:00:00,0.0,0.0,0.0,0.0
2019-01-01 07:00:00,0.0,0.0,0.0,0.0
2019-01-01 08:00:00,0.166,0.152,0.01,0.328
2019-01-01 09:00:00,1.233,1.066,0.064,2.362
2019-01-01 10:00:00,2.266,1.636,0.141,4.043
2019-01-01 11:00:00,2.723,1.881,0.299,4.903
2019-01-01 12:00:00,2.84,1.882,0.155,4.877
2019-01-01 13:00:00,2.292,1.738,0.332,4.362
2019-01-01 14:00:00,0.724,1.448,1.219,3.392
2019-01-01 15:00:00,1.046,0.791,0.342,2.179
2019-01-01 16:00:00,0.538,0.279,0.094,0.911
2019-01-01 17:00:00,0.038,0.01,0.009,0.056
2019-01-01 18:00:00,0.0,0.0,0.0,0.0
2019-01-01 19:00:00,0.0,0.0,0.0,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,0.0
2019-01-02 04:00:00,0.0,0.0,0.0,0.0
2019-01-02 05:00:00,0.0,0.0,0.0,0.0
2019-01-02 06:00:00,0.0,0.0,0.0,0.0
2019-01-02 07:00:00,0.0,0.0,0.0,0.0
2019-01-02 08:00:00,0.037,0.054,0.012,0.102
2019-01-02 09:00:00,0.796,0.888,0.074,1.758
2019-01-02 10:00:00,2.203,1.583,0.173,3.959
2019-01-02 11:00:00,2.663,1.834,0.299,4.796
2019-01-02 12:00:00,2.754,1.878,0.212,4.844
2019-01-02 13:00:00,2.384,1.731,0.413,4.528
2019-01-02 14:00:00,1.937,1.449,1.245,4.631
2019-01-02 15:00:00,1.632,0.945,0.393,2.97
2019-01-02 16:00:00,0.664,0.328,0.116,1.108
2019-01-02 17:00:00,0.034,0.012,0.011,0.057
2019-01-02 18:00:00,0.0,0.0,0.0,0.0
2019-01-02 19:00:00,0.0,0.0,0.0,0.0
2019-01-02 20:00:00,0.0,0.0,0.0,0.0
2019-01-02 21:00:00,0.0,0.0,0.0,0.0
2019-01-02 22:00:00,0.0,0.0,0.0,0.0
2019-01-02 23:00:00,0.0,0.0,0.0,0.0
2019-01-03 00:00:00,0.0,0.0,0.0,0.0
2019-01-03 01:00:00,0.0,0.0,0.0,0.0
2019-01-03 02:00:00,0.0,0.0,0.0,0.0
2019-01-03 03:00:00,0.0,0.0,0.0,0.0
2019-01-03 04:00:00,0.0,0.0,0.0,0.0
2019-01-03 05:00:00,0.0,0.0,0.0,0.0
2019-01-03 06:00:00,0.0,0.0,0.0,0.0
2019-01-03 07:00:00,0.0,0.0,0.0,0.0
2019-01-03 08:00:00,0.21,0.196,0.009,0.416
2019-01-03 09:00:00,1.43,1.193,0.052,2.676
2019-01-03 10:00:00,2.426,1.716,0.126,4.269
2019-01-03 11:00:00,2.826,2.009,0.282,5.117
2019-01-03 12:00:00,2.986,2.056,0.146,5.188
2019-01-03 13:00:00,2.884,1.907,0.271,5.061
2019-01-03 14:00:00,2.444,1.549,1.306,5.299
2019-01-03 15:00:00,1.724,1.003,0.432,3.159
2019-01-03 16:00:00,0.774,0.368,0.106,1.249
2019-01-03 17:00:00,0.052,0.015,0.013,0.08
2019-01-03 18:00:00,0.0,0.0,0.0,0.0
2019-01-03 19:00:00,0.0,0.0,0.0,0.0
2019-01-03 20:00:00,0.0,0.0,0.0,0.0
2019-01-03 21:00:00,0.0,0.0,0.0,0.0
2019-01-03 22:00:00,0.0,0.0,0.0,0.0
2019-01-03 23:00:00,0.0,0.0,0.0,0.0
2019-01-04 00:00:00,0.0,0.0,0.0,0.0
2019-01-04 01:00:00,0.0,0.0,0.0,0.0
2019-01-04 02:00:00,0.0,0.0,0.0,0.0
2019-01-04 03:00:00,0.0,0.0,0.0,0.0
2019-01-04 04:00:00,0.0,0.0,0.0,0.0
2019-01-04 05:00:00,0.0,0.0,0.0,0.0
2019-01-04 06:00:00,0.0,0.0,0.0,0.0
2019-01-04 07:00:00,0.0,0.0,0.0,0.0
2019-01-04 08:00:00,0.208,0.181,0.011,0.4
2019-01-04 09:00:00,1.384,1.116,0.059,2.559
2019-01-04 10:00:00,2.338,1.66,0.134,4.132
2019-01-04 11:00:00,2.82,1.961,0.285,5.066
2019-01-04 12:00:00,2.967,2.024,0.141,5.132
2019-01-04 13:00:00,2.848,1.882,0.267,4.997
2019-01-04 14:00:00,2.222,1.418,1.175,4.814
2019-01-04 15:00:00,1.19,0.764,0.252,2.205
2019-01-04 16:00:00,0.634,0.314,0.15,1.098
2019-01-04 17:00:00,0.033,0.012,0.014,0.059
2019-01-04 18:00:00,0.0,0.0,0.0,0.0
2019-01-04 19:00:00,0.0,0.0,0.0,0.0
2019-01-04 20:00:00,0.0,0.0,0.0,0.0
2019-01-04 21:00:00,0.0,0.0,0.0,0.0
2019-01-04 22:00:00,0.0,0.0,0.0,0.0
2019-01-04 23:00:00,0.0,0.0,0.0,0.0
2019-01-05 00:00:00,0.0,0.0,0.0,0.0
2019-01-05 01:00:00,0.0,0.0,0.0,0.0
2019-01-05 02:00:00,0.0,0.0,0.0,0.0
2019-01-05 03:00:00,0.0,0.0,0.0,0.0
2019-01-05 04:00:00,0.0,0.0,0.0,0.0
2019-01-05 05:00:00,0.0,0.0,0.0,0.0
2019-01-05 06:00:00,0.0,0.0,0.0,0.0
2019-01-05 07:00:00,0.0,0.0,0.0,0.0
2019-01-05 08:00:00,0.204,0.19,0.008,0.402
2019-01-05 09:00:00,1.482,1.226,0.056,2.764
2019-01-05 10:00:00,1.637,1.753,0.132,3.523
2019-01-05 11:00:00,2.095,1.948,0.288,4.33
2019-01-05 12:00:00,2.356,1.91,0.167,4.433
2019-01-05 13:00:00,2.718,1.784,0.278,4.78
2019-01-05 14:00:00,2.325,1.478,1.297,5.1
2019-01-05 15:00:00,1.618,0.939,0.438,2.995
2019-01-05 16:00:00,0.74,0.374,0.124,1.238
2019-01-05 17:00:00,0.058,0.019,0.015,0.091
2019-01-05 18:00:00,0.0,0.0,0.0,0.0
2019-01-05 19:00:00,0.0,0.0,0.0,0.0
2019-01-05 20:00:00,0.0,0.0,0.0,0.0
2019-01-05 21:00:00,0.0,0.0,0.0,0.0
2019-01-05 22:00:00,0.0,0.0,0.0,0.0
2019-01-05 23:00:00,0.0,0.0,0.0,0.0
2019-01-06 00:00:00,0.0,0.0,0.0,0.0
2019-01-06 01:00:00,0.0,0.0,0.0,0.0
2019-01-06 02:00:00,0.0,0.0,0.0,0.0
2019-01-06 03:00:00,0.0,0.0,0.0,0.0
2019-01-06 04:00:00,0.0,0.0,0.0,0.0
2019-01-06 05:00:00,0.0,0.0,0.0,0.0
2019-01-06 06:00:00,0.0,0.0,0.0,0.0
2019-01-06 07:00:00,0.0,0.0,0.0,0.0
2019-01-06 08:00:00,0.168,0.142,0.014,0.324
2019-01-06 09:00:00,1.359,1.13,0.074,2.563
2019-01-06 10:00:00,1.245,1.703,0.152,3.1
2019-01-06 11:00:00,0.635,1.932,0.276,2.843
2019-01-06 12:00:00,0.313,1.928,0.168,2.409
2019-01-06 13:00:00,0.153,1.762,0.254,2.169
2019-01-06 14:00:00,0.073,1.449,1.283,2.805
2019-01-06 15:00:00,0.027,0.992,0.48,1.498
2019-01-06 16:00:00,0.006,0.393,0.138,0.537
2019-01-06 17:00:00,0.001,0.023,0.022,0.045
2019-01-06 18:00:00,0.0,0.0,0.0,0.0
2019-01-06 19:00:00,0.0,0.0,0.0,0.0
2019-01-06 20:00:00,0.0,0.0,0.0,0.0
2019-01-06 21:00:00,0.0,0.0,0.0,0.0
2019-01-06 22:00:00,0.0,0.0,0.0,0.0
2019-01-06 23:00:00,0.0,0.0,0.0,0.0
2019-01-07 00:00:00,0.0,0.0,0.0,0.0
2019-01-07 01:00:00,0.0,0.0,0.0,0.0
2019-01-07 02:00:00,0.0,0.0,0.0,0.0
2019-01-07 03:00:00,0.0,0.0,0.0,0.0
2019-01-07 04:00:00,0.0,0.0,0.0,0.0
2019-01-07 05:00:00,0.0,0.0,0.0,0.0
2019-01-07 06:00:00,0.0,0.0,0.0,0.0
2019-01-07 07:00:00,0.0,0.0,0.0,0.0
2019-01-07 08:00:00,0.223,0.191,0.009,0.424
2019-01-07 09:00:00,1.483,1.194,0.051,2.728
2019-01-07 10:00:00,1.765,1.714,0.132,3.612
2019-01-07 11:00:00,1.608,1.914,0.27,3.792
2019-01-07 12:00:00,1.233,1.892,0.139,3.264
2019-01-07 13:00:00,1.244,1.745,0.274,3.264
2019-01-07 14:00:00,2.395,1.447,1.349,5.191
2019-01-07 15:00:00,1.708,0.983,0.5,3.192
2019-01-07 16:00:00,0.765,0.379,0.119,1.263
2019-01-07 17:00:00,0.058,0.02,0.015,0.094
2019-01-07 18:00:00,0.0,0.0,0.0,0.0
2019-01-07 19:00:00,0.0,0.0,0.0,0.0
2019-01-07 20:00:00,0.0,0.0,0.0,0.0
2019-01-07 21:00:00,0.0,0.0,0.0,0.0
2019-01-07 22:00:00,0.0,0.0,0.0,0.0
2019-01-07 23:00:00,0.0,0.0,0.0,0.0
2019-01-08 00:00:00,0.0,0.0,0.0,0.0
2019-01-08 01:00:00,0.0,0.0,0.0,0.0
2019-01-08 02:00:00,0.0,0.0,0.0,0.0
2019-01-08 03:00:00,0.0,0.0,0.0,0.0
2019-01-08 04:00:00,0.0,0.0,0.0,0.0
2019-01-08 05:00:00,0.0,0.0,0.0,0.0
2019-01-08 06:00:00,0.0,0.0,0.0,0.0
2019-01-08 07:00:00,0.0,0.0,0.0,0.0
2019-01-08 08:00:00,0.215,0.171,0.01,0.396
2019-01-08 09:00:00,1.384,1.099,0.061,2.545
2019-01-08 10:00:00,2.289,1.608,0.163,4.06
2019-01-08 11:00:00,2.78,1.883,0.279,4.942
2019-01-08 12:00:00,1.892,1.996,0.158,4.045
2019-01-08 13:00:00,1.817,1.834,0.298,3.949
2019-01-08 14:00:00,2.133,1.351,1.227,4.712
2019-01-08 15:00:00,1.322,0.788,0.455,2.566
2019-01-08 16:00:00,0.543,0.278,0.137,0.959
2019-01-08 17:00:00,0.05,0.018,0.018,0.086
2019-01-08 18:00:00,0.0,0.0,0.0,0.0
2019-01-08 19:00:00,0.0,0.0,0.0,0.0
2019-01-08 20:00:00,0.0,0.0,0.0,0.0
2019-01-08 21:00:00,0.0,0.0,0.0,0.0
2019-01-08 22:00:00,0.0,0.0,0.0,0.0
2019-01-08 23:00:00,0.0,0.0,0.0,0.0
2019-01-09 00:00:00,0.0,0.0,0.0,0.0
2019-01-09 01:00:00,0.0,0.0,0.0,0.0
2019-01-09 02:00:00,0.0,0.0,0.0,0.0
2019-01-09 03:00:00,0.0,0.0,0.0,0.0
2019-01-09 04:00:00,0.0,0.0,0.0,0.0
2019-01-09 05:00:00,0.0,0.0,0.0,0.0
2019-01-09 06:00:00,0.0,0.0,0.0,0.0
2019-01-09 07:00:00,0.0,0.0,0.0,0.0
2019-01-09 08:00:00,0.188,0.142,0.011,0.34
2019-01-09 09:00:00,1.329,1.069,0.066,2.464
2019-01-09 10:00:00,2.278,1.619,0.162,4.059
2019-01-09 11:00:00,2.732,1.868,0.284,4.884
2019-01-09 12:00:00,1.89,1.867,0.179,3.936
2019-01-09 13:00:00,1.046,1.714,0.286,3.045
2019-01-09 14:00:00,2.194,1.412,1.329,4.936
2019-01-09 15:00:00,1.583,0.921,0.512,3.016
2019-01-09 16:00:00,0.69,0.342,0.122,1.154
2019-01-09 17:00:00,0.055,0.018,0.016,0.09
2019-01-09 18:00:00,0.0,0.0,0.0,0.0
2019-01-09 19:00:00,0.0,0.0,0.0,0.0
2019-01-09 20:00:00,0.0,0.0,0.0,0.0
2019-01-09 21:00:00,0.0,0.0,0.0,0.0
2019-01-09 22:00:00,0.0,0.0,0.0,0.0
2019-01-09 23:00:00,0.0,0.0,0.0,0.0
2019-01-10 00:00:00,0.0,0.0,0.0,0.0
2019-01-10 01:00:00,0.0,0.0,0.0,0.0
2019-01-10 02:00:00,0.0,0.0,0.0,0.0
2019-01-10 03:00:00,0.0,0.0,0.0,0.0
2019-01-10 04:00:00,0.0,0.0,0.0,0.0
2019-01-10 05:00:00,0.0,0.0,0.0,0.0
2019-01-10 06:00:00,0.0,0.0,0.0,0.0
2019-01-10 07:00:00,0.0,0.0,0.0,0.0
2019-01-10 08:00:00,0.238,0.184,0.009,0.431
2019-01-10 09:00:00,1.485,1.166,0.052,2.702
2019-01-10 10:00:00,2.46,1.748,0.152,4.361
2019-01-10 11:00:00,2.907,2.01,0.304,5.222
2019-01-10 12:00:00,2.558,2.051,0.132,4.74
2019-01-10 13:00:00,1.644,1.902,0.358,3.904
2019-01-10 14:00:00,2.513,1.587,1.507,5.607
2019-01-10 15:00:00,1.863,1.072,0.63,3.566
2019-01-10 16:00:00,0.898,0.435,0.11,1.442
2019-01-10 17:00:00,0.093,0.028,0.017,0.138
2019-01-10 18:00:00,0.0,0.0,0.0,0.0
2019-01-10 19:00:00,0.0,0.0,0.0,0.0
2019-01-10 20:00:00,0.0,0.0,0.0,0.0
2019-01-10 21:00:00,0.0,0.0,0.0,0.0
2019-01-10 22:00:00,0.0,0.0,0.0,0.0
2019-01-10 23:00:00,0.0,0.0,0.0,0.0
2019-01-11 00:00:00,0.0,0.0,0.0,0.0
2019-01-11 01:00:00,0.0,0.0,0.0,0.0
2019-01-11 02:00:00,0.0,0.0,0.0,0.0
2019-01-11 03:00:00,0.0,0.0,0.0,0.0
2019-01-11 04:00:00,0.0,0.0,0.0,0.0
2019-01-11 05:00:00,0.0,0.0,0.0,0.0
2019-01-11 06:00:00,0.0,0.0,0.0,0.0
2019-01-11 07:00:00,0.0,0.0,0.0,0.0
2019-01-11 08:00:00,0.226,0.172,0.008,0.407
2019-01-11 09:00:00,1.457,1.144,0.051,2.652
2019-01-11 10:00:00,2.046,1.708,0.163,3.918
2019-01-11 11:00:00,2.846,1.978,0.308,5.132
2019-01-11 12:00:00,2.53,2.031,0.132,4.693
2019-01-11 13:00:00,2.392,1.885,0.357,4.634
2019-01-11 14:00:00,2.109,1.585,1.515,5.21
2019-01-11 15:00:00,1.501,1.073,0.627,3.201
2019-01-11 16:00:00,0.883,0.43,0.114,1.427
2019-01-11 17:00:00,0.093,0.029,0.019,0.141
2019-01-11 18:00:00,0.0,0.0,0.0,0.0
2019-01-11 19:00:00,0.0,0.0,0.0,0.0
2019-01-11 20:00:00,0.0,0.0,0.0,0.0
2019-01-11 21:00:00,0.0,0.0,0.0,0.0
2019-01-11 22:00:00,0.0,0.0,0.0,0.0
2019-01-11 23:00:00,0.0,0.0,0.0,0.0
2019-01-12 00:00:00,0.0,0.0,0.0,0.0
2019-01-12 01:00:00,0.0,0.0,0.0,0.0
2019-01-12 02:00:00,0.0,0.0,0.0,0.0
2019-01-12 03:00:00,0.0,0.0,0.0,0.0
2019-01-12 04:00:00,0.0,0.0,0.0,0.0
2019-01-12 05:00:00,0.0,0.0,0.0,0.0
2019-01-12 06:00:00,0.0,0.0,0.0,0.0
2019-01-12 07:00:00,0.0,0.0,0.0,0.0
2019-01-12 08:00:00,0.242,0.182,0.009,0.434
2019-01-12 09:00:00,1.516,1.175,0.052,2.743
2019-01-12 10:00:00,2.388,1.687,0.165,4.24
2019-01-12 11:00:00,2.827,1.945,0.309,5.08
2019-01-12 12:00:00,2.975,1.978,0.138,5.091
2019-01-12 13:00:00,2.796,1.858,0.319,4.972
2019-01-12 14:00:00,1.676,1.576,1.536,4.787
2019-01-12 15:00:00,1.521,1.08,0.638,3.239
2019-01-12 16:00:00,0.884,0.433,0.126,1.443
2019-01-12 17:00:00,0.089,0.028,0.022,0.138
2019-01-12 18:00:00,0.0,0.0,0.0,0.0
2019-01-12 19:00:00,0.0,0.0,0.0,0.0
2019-01-12 20:00:00,0.0,0.0,0.0,0.0
2019-01-12 21:00:00,0.0,0.0,0.0,0.0
2019-01-12 22:00:00,0.0,0.0,0.0,0.0
2019-01-12 23:00:00,0.0,0.0,0.0,0.0
2019-01-13 00:00:00,0.0,0.0,0.0,0.0
2019-01-13 01:00:00,0.0,0.0,0.0,0.0
2019-01-13 02:00:00,0.0,0.0,0.0,0.0
2019-01-13 03:00:00,0.0,0.0,0.0,0.0
2019-01-13 04:00:00,0.0,0.0,0.0,0.0
2019-01-13 05:00:00,0.0,0.0,0.0,0.0
2019-01-13 06:00:00,0.0,0.0,0.0,0.0
2019-01-13 07:00:00,0.0,0.0,0.0,0.0
2019-01-13 08:00:00,0.188,0.154,0.018,0.36
2019-01-13 09:00:00,1.333,1.047,0.076,2.456
2019-01-13 10:00:00,2.391,1.695,0.166,4.252
2019-01-13 11:00:00,2.842,1.922,0.315,5.079
2019-01-13 12:00:00,3.028,1.971,0.161,5.159
2019-01-13 13:00:00,2.943,1.838,0.438,5.219
2019-01-13 14:00:00,2.476,1.521,1.566,5.562
2019-01-13 15:00:00,1.132,1.054,0.656,2.843
2019-01-13 16:00:00,0.916,0.44,0.131,1.487
2019-01-13 17:00:00,0.11,0.032,0.021,0.163
2019-01-13 18:00:00,0.0,0.0,0.0,0.0
2019-01-13 19:00:00,0.0,0.0,0.0,0.0
2019-01-13 20:00:00,0.0,0.0,0.0,0.0
2019-01-13 21:00:00,0.0,0.0,0.0,0.0
2019-01-13 22:00:00,0.0,0.0,0.0,0.0
2019-01-13 23:00:00,0.0,0.0,0.0,0.0
2019-01-14 00:00:00,0.0,0.0,0.0,0.0
2019-01-14 01:00:00,0.0,0.0,0.0,0.0
2019-01-14 02:00:00,0.0,0.0,0.0,0.0
2019-01-14 03:00:00,0.0,0.0,0.0,0.0
2019-01-14 04:00:00,0.0,0.0,0.0,0.0
2019-01-14 05:00:00,0.0,0.0,0.0,0.0
2019-01-14 06:00:00,0.0,0.0,0.0,0.0
2019-01-14 07:00:00,0.0,0.0,0.0,0.0
2019-01-14 08:00:00,0.219,0.17,0.014,0.403
2019-01-14 09:00:00,1.344,1.115,0.07,2.53
2019-01-14 10:00:00,2.291,1.633,0.185,4.109
2019-01-14 11:00:00,2.744,1.865,0.317,4.925
2019-01-14 12:00:00,2.855,1.884,0.156,4.895
2019-01-14 13:00:00,2.789,1.79,0.342,4.921
2019-01-14 14:00:00,2.385,1.506,1.537,5.427
2019-01-14 15:00:00,1.698,1.021,0.674,3.394
2019-01-14 16:00:00,0.793,0.418,0.148,1.359
2019-01-14 17:00:00,0.088,0.032,0.026,0.147
2019-01-14 18:00:00,0.0,0.0,0.0,0.0
2019-01-14 19:00:00,0.0,0.0,0.0,0.0
2019-01-14 20:00:00,0.0,0.0,0.0,0.0
2019-01-14 21:00:00,0.0,0.0,0.0,0.0
2019-01-14 22:00:00,0.0,0.0,0.0,0.0
2019-01-14 23:00:00,0.0,0.0,0.0,0.0
2019-01-15 00:00:00,0.0,0.0,0.0,0.0
2019-01-15 01:00:00,0.0,0.0,0.0,0.0
2019-01-15 02:00:00,0.0,0.0,0.0,0.0
2019-01-15 03:00:00,0.0,0.0,0.0,0.0
2019-01-15 04:00:00,0.0,0.0,0.0,0.0
2019-01-15 05:00:00,0.0,0.0,0.0,0.0
2019-01-15 06:00:00,0.0,0.0,0.0,0.0
2019-01-15 07:00:00,0.0,0.0,0.0,0.0
2019-01-15 08:00:00,0.19,0.149,0.031,0.37
2019-01-15 09:00:00,1.458,1.162,0.113,2.732
2019-01-15 10:00:00,2.349,1.666,0.203,4.217
2019-01-15 11:00:00,2.741,1.89,0.325,4.956
2019-01-15 12:00:00,2.391,1.522,0.204,4.117
2019-01-15 13:00:00,2.312,1.821,0.578,4.71
2019-01-15 14:00:00,2.384,1.496,1.499,5.379
2019-01-15 15:00:00,1.554,0.888,0.605,3.046
2019-01-15 16:00:00,0.646,0.33,0.232,1.208
2019-01-15 17:00:00,0.05,0.025,0.028,0.103
2019-01-15 18:00:00,0.0,0.0,0.0,0.0
2019-01-15 19:00:00,0.0,0.0,0.0,0.0
2019-01-15 20:00:00,0.0,0.0,0.0,0.0
2019-01-15 21:00:00,0.0,0.0,0.0,0.0
2019-01-15 22:00:00,0.0,0.0,0.0,0.0
2019-01-15 23:00:00,0.0,0.0,0.0,0.0
2019-01-16 00:00:00,0.0,0.0,0.0,0.0
2019-01-16 01:00:00,0.0,0.0,0.0,0.0
2019-01-16 02:00:00,0.0,0.0,0.0,0.0
2019-01-16 03:00:00,0.0,0.0,0.0,0.0
2019-01-16 04:00:00,0.0,0.0,0.0,0.0
2019-01-16 05:00:00,0.0,0.0,0.0,0.0
2019-01-16 06:00:00,0.0,0.0,0.0,0.0
2019-01-16 07:00:00,0.0,0.0,0.0,0.0
2019-01-16 08:00:00,0.0,0.0,0.0,0.0
2019-01-16 09:00:00,0.045,0.024,0.007,0.076
2019-01-16 10:00:00,0.417,0.312,0.102,0.83
2019-01-16 11:00:00,0.443,0.327,0.268,1.038
2019-01-16 12:00:00,0.4,0.265,0.182,0.848
2019-01-16 13:00:00,0.172,0.061,0.059,0.292
2019-01-16 14:00:00,0.182,0.13,0.133,0.444
2019-01-16 15:00:00,0.318,0.206,0.226,0.75
2019-01-16 16:00:00,0.133,0.084,0.096,0.314
2019-01-16 17:00:00,0.002,0.0,0.0,0.003
2019-01-16 18:00:00,0.0,0.0,0.0,0.0
2019-01-16 19:00:00,0.0,0.0,0.0,0.0
2019-01-16 20:00:00,0.0,0.0,0.0,0.0
2019-01-16 21:00:00,0.0,0.0,0.0,0.0
2019-01-16 22:00:00,0.0,0.0,0.0,0.0
2019-01-16 23:00:00,0.0,0.0,0.0,0.0
2019-01-17 00:00:00,0.0,0.0,0.0,0.0
2019-01-17 01:00:00,0.0,0.0,0.0,0.0
2019-01-17 02:00:00,0.0,0.0,0.0,0.0
2019-01-17 03:00:00,0.0,0.0,0.0,0.0
2019-01-17 04:00:00,0.0,0.0,0.0,0.0
2019-01-17 05:00:00,0.0,0.0,0.0,0.0
2019-01-17 06:00:00,0.0,0.0,0.0,0.0
2019-01-17 07:00:00,0.0,0.0,0.0,0.0
2019-01-17 08:00:00,0.246,0.17,0.011,0.427
2019-01-17 09:00:00,1.55,1.15,0.066,2.766
2019-01-17 10:00:00,2.431,1.716,0.202,4.35
2019-01-17 11:00:00,2.84,1.922,0.356,5.119
2019-01-17 12:00:00,3.072,2.003,0.232,5.308
2019-01-17 13:00:00,2.481,1.888,0.411,4.78
2019-01-17 14:00:00,1.913,0.941,1.206,4.06
2019-01-17 15:00:00,1.992,1.161,0.796,3.948
2019-01-17 16:00:00,1.008,0.487,0.184,1.68
2019-01-17 17:00:00,0.141,0.047,0.03,0.218
2019-01-17 18:00:00,0.0,0.0,0.0,0.0
2019-01-17 19:00:00,0.0,0.0,0.0,0.0
2019-01-17 20:00:00,0.0,0.0,0.0,0.0
2019-01-17 21:00:00,0.0,0.0,0.0,0.0
2019-01-17 22:00:00,0.0,0.0,0.0,0.0
2019-01-17 23:00:00,0.0,0.0,0.0,0.0
2019-01-18 00:00:00,0.0,0.0,0.0,0.0
2019-01-18 01:00:00,0.0,0.0,0.0,0.0
2019-01-18 02:00:00,0.0,0.0,0.0,0.0
2019-01-18 03:00:00,0.0,0.0,0.0,0.0
2019-01-18 04:00:00,0.0,0.0,0.0,0.0
2019-01-18 05:00:00,0.0,0.0,0.0,0.0
2019-01-18 06:00:00,0.0,0.0,0.0,0.0
2019-01-18 07:00:00,0.0,0.0,0.0,0.0
2019-01-18 08:00:00,0.015,0.008,0.001,0.024
2019-01-18 09:00:00,0.1,0.069,0.027,0.197
2019-01-18 10:00:00,0.216,0.154,0.107,0.477
2019-01-18 11:00:00,0.329,0.24,0.222,0.79
2019-01-18 12:00:00,0.517,0.427,0.367,1.311
2019-01-18 13:00:00,0.542,0.403,0.366,1.31
2019-01-18 14:00:00,0.392,0.314,0.284,0.99
2019-01-18 15:00:00,0.424,0.312,0.279,1.014
2019-01-18 16:00:00,0.31,0.228,0.186,0.724
2019-01-18 17:00:00,0.012,0.008,0.007,0.027
2019-01-18 18:00:00,0.0,0.0,0.0,0.0
2019-01-18 19:00:00,0.0,0.0,0.0,0.0
2019-01-18 20:00:00,0.0,0.0,0.0,0.0
2019-01-18 21:00:00,0.0,0.0,0.0,0.0
2019-01-18 22:00:00,0.0,0.0,0.0,0.0
2019-01-18 23:00:00,0.0,0.0,0.0,0.0
2019-01-19 00:00:00,0.0,0.0,0.0,0.0
2019-01-19 01:00:00,0.0,0.0,0.0,0.0
2019-01-19 02:00:00,0.0,0.0,0.0,0.0
2019-01-19 03:00:00,0.0,0.0,0.0,0.0
2019-01-19 04:00:00,0.0,0.0,0.0,0.0
2019-01-19 05:00:00,0.0,0.0,0.0,0.0
2019-01-19 06:00:00,0.0,0.0,0.0,0.0
2019-01-19 07:00:00,0.0,0.0,0.0,0.0
2019-01-19 08:00:00,0.001,0.0,0.0,0.001
2019-01-19 09:00:00,0.006,0.012,0.003,0.021
2019-01-19 10:00:00,0.063,0.11,0.016,0.189
2019-01-19 11:00:00,0.077,0.134,0.047,0.258
2019-01-19 12:00:00,0.126,0.099,0.104,0.328
2019-01-19 13:00:00,0.279,0.275,0.246,0.8
2019-01-19 14:00:00,0.286,0.214,0.188,0.688
2019-01-19 15:00:00,0.205,0.124,0.109,0.438
2019-01-19 16:00:00,0.137,0.091,0.084,0.312
2019-01-19 17:00:00,0.016,0.007,0.009,0.031
2019-01-19 18:00:00,0.0,0.0,0.0,0.0
2019-01-19 19:00:00,0.0,0.0,0.0,0.0
2019-01-19 20:00:00,0.0,0.0,0.0,0.0
2019-01-19 21:00:00,0.0,0.0,0.0,0.0
2019-01-19 22:00:00,0.0,0.0,0.0,0.0
2019-01-19 23:00:00,0.0,0.0,0.0,0.0
2019-01-20 00:00:00,0.0,0.0,0.0,0.0
2019-01-20 01:00:00,0.0,0.0,0.0,0.0
2019-01-20 02:00:00,0.0,0.0,0.0,0.0
2019-01-20 03:00:00,0.0,0.0,0.0,0.0
2019-01-20 04:00:00,0.0,0.0,0.0,0.0
2019-01-20 05:00:00,0.0,0.0,0.0,0.0
2019-01-20 06:00:00,0.0,0.0,0.0,0.0
2019-01-20 07:00:00,0.0,0.0,0.0,0.0
2019-01-20 08:00:00,0.16,0.091,0.011,0.262
2019-01-20 09:00:00,1.074,0.963,0.178,2.214
2019-01-20 10:00:00,1.472,1.568,0.351,3.391
2019-01-20 11:00:00,1.452,2.038,0.453,3.943
2019-01-20 12:00:00,0.828,1.567,0.326,2.721
2019-01-20 13:00:00,0.932,1.771,0.603,3.306
2019-01-20 14:00:00,1.024,1.094,1.174,3.293
2019-01-20 15:00:00,0.944,0.933,0.687,2.565
2019-01-20 16:00:00,0.326,0.219,0.176,0.722
2019-01-20 17:00:00,0.124,0.046,0.026,0.196
2019-01-20 18:00:00,0.0,0.0,0.0,0.0
2019-01-20 19:00:00,0.0,0.0,0.0,0.0
2019-01-20 20:00:00,0.0,0.0,0.0,0.0
2019-01-20 21:00:00,0.0,0.0,0.0,0.0
2019-01-20 22:00:00,0.0,0.0,0.0,0.0
2019-01-20 23:00:00,0.0,0.0,0.0,0.0
2019-01-21 00:00:00,0.0,0.0,0.0,0.0
